year,quarter,region,area,sex,age_group,value,unit,source
2556,ไตรมาสที่ 3,ทั่วประเทศ,รวม,ชาย,50-59 ปี,0.20,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 3,ทั่วประเทศ,ในเขตเทศบาล,ชาย,50-59 ปี,0.20,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 3,ทั่วประเทศ,นอกเขตเทศบาล,ชาย,50-59 ปี,0.20,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 3,กรุงเทพมหานคร,ในเขตเทศบาล,ชาย,50-59 ปี,0.40,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 3,ภาคกลาง,รวม,ชาย,50-59 ปี,0.20,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 3,ภาคกลาง,ในเขตเทศบาล,ชาย,50-59 ปี,0.30,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 3,ภาคกลาง,นอกเขตเทศบาล,ชาย,50-59 ปี,0.20,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 3,ภาคเหนือ,รวม,ชาย,50-59 ปี,0.20,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 3,ภาคเหนือ,ในเขตเทศบาล,ชาย,50-59 ปี,0.10,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 3,ภาคเหนือ,นอกเขตเทศบาล,ชาย,50-59 ปี,0.30,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 3,ภาคตะวันออกเฉียงเหนือ,รวม,ชาย,50-59 ปี,0.20,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 3,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,ชาย,50-59 ปี,0.20,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 4,ทั่วประเทศ,รวม,ชาย,50-59 ปี,0.10,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 4,ทั่วประเทศ,ในเขตเทศบาล,ชาย,50-59 ปี,0.20,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 4,ทั่วประเทศ,นอกเขตเทศบาล,ชาย,50-59 ปี,0.10,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 4,กรุงเทพมหานคร,ในเขตเทศบาล,ชาย,50-59 ปี,0.20,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 4,ภาคกลาง,รวม,ชาย,50-59 ปี,0.10,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 4,ภาคกลาง,ในเขตเทศบาล,ชาย,50-59 ปี,0.20,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 4,ภาคเหนือ,รวม,ชาย,50-59 ปี,0.30,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 4,ภาคเหนือ,ในเขตเทศบาล,ชาย,50-59 ปี,0.40,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 4,ภาคเหนือ,นอกเขตเทศบาล,ชาย,50-59 ปี,0.30,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 4,ภาคใต้,รวม,ชาย,50-59 ปี,0.10,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 4,ภาคใต้,นอกเขตเทศบาล,ชาย,50-59 ปี,0.20,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 1,ทั่วประเทศ,นอกเขตเทศบาล,ชาย,60 ขึ้นไป,0.10,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 1,ภาคกลาง,รวม,ชาย,60 ขึ้นไป,0.10,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 1,ภาคกลาง,นอกเขตเทศบาล,ชาย,60 ขึ้นไป,0.10,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 1,ภาคใต้,รวม,ชาย,60 ขึ้นไป,0.10,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 1,ภาคใต้,นอกเขตเทศบาล,ชาย,60 ขึ้นไป,0.20,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 2,ภาคเหนือ,รวม,ชาย,60 ขึ้นไป,0.10,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 2,ภาคเหนือ,นอกเขตเทศบาล,ชาย,60 ขึ้นไป,0.10,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 2,ภาคใต้,ในเขตเทศบาล,ชาย,60 ขึ้นไป,0.20,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 3,ภาคเหนือ,รวม,ชาย,60 ขึ้นไป,0.10,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 3,ภาคเหนือ,ในเขตเทศบาล,ชาย,60 ขึ้นไป,0.10,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 3,ภาคเหนือ,นอกเขตเทศบาล,ชาย,60 ขึ้นไป,0.10,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 4,ทั่วประเทศ,รวม,ชาย,60 ขึ้นไป,0.10,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 4,ทั่วประเทศ,นอกเขตเทศบาล,ชาย,60 ขึ้นไป,0.10,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 4,ภาคกลาง,รวม,ชาย,60 ขึ้นไป,0.20,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 4,ภาคกลาง,นอกเขตเทศบาล,ชาย,60 ขึ้นไป,0.30,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 4,ภาคเหนือ,รวม,ชาย,60 ขึ้นไป,0.10,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 4,ภาคเหนือ,ในเขตเทศบาล,ชาย,60 ขึ้นไป,0.10,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 4,ภาคเหนือ,นอกเขตเทศบาล,ชาย,60 ขึ้นไป,0.10,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 4,ภาคใต้,รวม,ชาย,60 ขึ้นไป,0.20,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 4,ภาคใต้,ในเขตเทศบาล,ชาย,60 ขึ้นไป,0.10,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 4,ภาคใต้,นอกเขตเทศบาล,ชาย,60 ขึ้นไป,0.30,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 1,ทั่วประเทศ,รวม,หญิง,รวม,0.60,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 1,ทั่วประเทศ,ในเขตเทศบาล,หญิง,รวม,0.70,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 1,ทั่วประเทศ,นอกเขตเทศบาล,หญิง,รวม,0.60,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 1,กรุงเทพมหานคร,ในเขตเทศบาล,หญิง,รวม,0.60,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 1,ภาคกลาง,รวม,หญิง,รวม,0.60,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 1,ภาคกลาง,ในเขตเทศบาล,หญิง,รวม,0.60,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 1,ภาคกลาง,นอกเขตเทศบาล,หญิง,รวม,0.50,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 1,ภาคเหนือ,รวม,หญิง,รวม,0.50,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 1,ภาคเหนือ,ในเขตเทศบาล,หญิง,รวม,0.70,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 1,ภาคเหนือ,นอกเขตเทศบาล,หญิง,รวม,0.40,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 1,ภาคตะวันออกเฉียงเหนือ,รวม,หญิง,รวม,0.60,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 1,ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,หญิง,รวม,0.70,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 1,ภาคใต้,รวม,หญิง,รวม,0.80,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 1,ภาคใต้,ในเขตเทศบาล,หญิง,รวม,0.80,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 1,ภาคใต้,นอกเขตเทศบาล,หญิง,รวม,0.80,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 2,ทั่วประเทศ,รวม,หญิง,รวม,0.70,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 2,ทั่วประเทศ,ในเขตเทศบาล,หญิง,รวม,0.70,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 2,ทั่วประเทศ,นอกเขตเทศบาล,หญิง,รวม,0.80,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 2,กรุงเทพมหานคร,ในเขตเทศบาล,หญิง,รวม,0.70,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 2,ภาคกลาง,รวม,หญิง,รวม,0.90,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 2,ภาคกลาง,ในเขตเทศบาล,หญิง,รวม,0.90,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 2,ภาคกลาง,นอกเขตเทศบาล,หญิง,รวม,0.90,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 2,ภาคเหนือ,รวม,หญิง,รวม,0.60,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 2,ภาคเหนือ,ในเขตเทศบาล,หญิง,รวม,0.70,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 2,ภาคเหนือ,นอกเขตเทศบาล,หญิง,รวม,0.60,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 2,ภาคตะวันออกเฉียงเหนือ,รวม,หญิง,รวม,0.60,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 2,ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,หญิง,รวม,0.50,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 2,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,หญิง,รวม,0.60,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 2,ภาคใต้,รวม,หญิง,รวม,1.10,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 2,ภาคใต้,ในเขตเทศบาล,หญิง,รวม,0.70,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 2,ภาคใต้,นอกเขตเทศบาล,หญิง,รวม,1.20,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 3,ทั่วประเทศ,รวม,หญิง,รวม,0.80,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 3,ทั่วประเทศ,ในเขตเทศบาล,หญิง,รวม,0.80,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 3,ทั่วประเทศ,นอกเขตเทศบาล,หญิง,รวม,0.70,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 3,กรุงเทพมหานคร,ในเขตเทศบาล,หญิง,รวม,0.80,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 3,ภาคกลาง,รวม,หญิง,รวม,0.70,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 3,ภาคกลาง,ในเขตเทศบาล,หญิง,รวม,0.70,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 3,ภาคกลาง,นอกเขตเทศบาล,หญิง,รวม,0.80,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 3,ภาคเหนือ,รวม,หญิง,รวม,0.60,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 3,ภาคเหนือ,ในเขตเทศบาล,หญิง,รวม,0.70,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 3,ภาคเหนือ,นอกเขตเทศบาล,หญิง,รวม,0.60,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 3,ภาคตะวันออกเฉียงเหนือ,รวม,หญิง,รวม,0.60,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 3,ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,หญิง,รวม,0.70,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 3,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,หญิง,รวม,0.60,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 3,ภาคใต้,รวม,หญิง,รวม,1.40,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 3,ภาคใต้,ในเขตเทศบาล,หญิง,รวม,1.60,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 3,ภาคใต้,นอกเขตเทศบาล,หญิง,รวม,1.30,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 4,ทั่วประเทศ,รวม,หญิง,รวม,0.60,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 4,ทั่วประเทศ,ในเขตเทศบาล,หญิง,รวม,0.70,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 4,ทั่วประเทศ,นอกเขตเทศบาล,หญิง,รวม,0.50,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 4,กรุงเทพมหานคร,ในเขตเทศบาล,หญิง,รวม,0.60,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 4,ภาคกลาง,รวม,หญิง,รวม,0.60,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 4,ภาคกลาง,ในเขตเทศบาล,หญิง,รวม,0.70,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 4,ภาคกลาง,นอกเขตเทศบาล,หญิง,รวม,0.50,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 4,ภาคเหนือ,รวม,หญิง,รวม,0.50,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 4,ภาคเหนือ,ในเขตเทศบาล,หญิง,รวม,0.70,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 4,ภาคเหนือ,นอกเขตเทศบาล,หญิง,รวม,0.50,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 4,ภาคตะวันออกเฉียงเหนือ,รวม,หญิง,รวม,0.60,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 4,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,หญิง,รวม,0.50,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 4,ภาคใต้,รวม,หญิง,รวม,0.70,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 4,ภาคใต้,ในเขตเทศบาล,หญิง,รวม,0.90,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 4,ภาคใต้,นอกเขตเทศบาล,หญิง,รวม,0.60,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 1,ทั่วประเทศ,รวม,หญิง,15-19 ปี,3.70,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 1,ทั่วประเทศ,ในเขตเทศบาล,หญิง,15-19 ปี,5.30,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 1,ทั่วประเทศ,นอกเขตเทศบาล,หญิง,15-19 ปี,3.00,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 1,กรุงเทพมหานคร,ในเขตเทศบาล,หญิง,15-19 ปี,11.00,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 1,ภาคกลาง,รวม,หญิง,15-19 ปี,2.50,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 1,ภาคกลาง,ในเขตเทศบาล,หญิง,15-19 ปี,1.80,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 1,ภาคกลาง,นอกเขตเทศบาล,หญิง,15-19 ปี,2.90,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 1,ภาคเหนือ,รวม,หญิง,15-19 ปี,2.30,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 1,ภาคเหนือ,ในเขตเทศบาล,หญิง,15-19 ปี,1.60,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 1,ภาคเหนือ,นอกเขตเทศบาล,หญิง,15-19 ปี,2.50,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 1,ภาคตะวันออกเฉียงเหนือ,รวม,หญิง,15-19 ปี,3.80,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 1,ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,หญิง,15-19 ปี,4.90,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 1,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,หญิง,15-19 ปี,3.50,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 1,ภาคใต้,รวม,หญิง,15-19 ปี,3.70,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 1,ภาคใต้,ในเขตเทศบาล,หญิง,15-19 ปี,7.30,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 1,ภาคใต้,นอกเขตเทศบาล,หญิง,15-19 ปี,2.50,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 2,ทั่วประเทศ,รวม,หญิง,15-19 ปี,3.50,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 2,ทั่วประเทศ,ในเขตเทศบาล,หญิง,15-19 ปี,3.50,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 2,ทั่วประเทศ,นอกเขตเทศบาล,หญิง,15-19 ปี,3.50,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 2,กรุงเทพมหานคร,ในเขตเทศบาล,หญิง,15-19 ปี,3.10,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 2,ภาคกลาง,รวม,หญิง,15-19 ปี,4.20,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 2,ภาคกลาง,ในเขตเทศบาล,หญิง,15-19 ปี,3.40,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 2,ภาคกลาง,นอกเขตเทศบาล,หญิง,15-19 ปี,4.60,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 2,ภาคเหนือ,รวม,หญิง,15-19 ปี,1.80,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 2,ภาคเหนือ,ในเขตเทศบาล,หญิง,15-19 ปี,1.30,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 2,ภาคเหนือ,นอกเขตเทศบาล,หญิง,15-19 ปี,1.90,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 2,ภาคตะวันออกเฉียงเหนือ,รวม,หญิง,15-19 ปี,3.10,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 2,ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,หญิง,15-19 ปี,2.00,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 2,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,หญิง,15-19 ปี,3.40,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 2,ภาคใต้,รวม,หญิง,15-19 ปี,4.90,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 2,ภาคใต้,ในเขตเทศบาล,หญิง,15-19 ปี,7.60,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 2,ภาคใต้,นอกเขตเทศบาล,หญิง,15-19 ปี,4.10,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 3,ทั่วประเทศ,รวม,หญิง,15-19 ปี,4.30,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 3,ทั่วประเทศ,ในเขตเทศบาล,หญิง,15-19 ปี,5.00,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 3,ทั่วประเทศ,นอกเขตเทศบาล,หญิง,15-19 ปี,4.00,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 3,กรุงเทพมหานคร,ในเขตเทศบาล,หญิง,15-19 ปี,2.00,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 3,ภาคกลาง,รวม,หญิง,15-19 ปี,3.00,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 3,ภาคกลาง,ในเขตเทศบาล,หญิง,15-19 ปี,4.50,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 3,ภาคกลาง,นอกเขตเทศบาล,หญิง,15-19 ปี,2.30,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 3,ภาคเหนือ,รวม,หญิง,15-19 ปี,2.80,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 3,ภาคเหนือ,นอกเขตเทศบาล,หญิง,15-19 ปี,2.80,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 3,ภาคตะวันออกเฉียงเหนือ,รวม,หญิง,15-19 ปี,4.50,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 3,ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,หญิง,15-19 ปี,4.00,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 3,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,หญิง,15-19 ปี,4.60,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 3,ภาคใต้,รวม,หญิง,15-19 ปี,9.10,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 3,ภาคใต้,ในเขตเทศบาล,หญิง,15-19 ปี,14.80,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 3,ภาคใต้,นอกเขตเทศบาล,หญิง,15-19 ปี,7.10,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 4,ทั่วประเทศ,รวม,หญิง,15-19 ปี,3.60,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 4,ทั่วประเทศ,ในเขตเทศบาล,หญิง,15-19 ปี,3.30,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 4,ทั่วประเทศ,นอกเขตเทศบาล,หญิง,15-19 ปี,3.70,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 4,กรุงเทพมหานคร,ในเขตเทศบาล,หญิง,15-19 ปี,7.90,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 4,ภาคกลาง,รวม,หญิง,15-19 ปี,2.60,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 4,ภาคกลาง,ในเขตเทศบาล,หญิง,15-19 ปี,2.90,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 4,ภาคกลาง,นอกเขตเทศบาล,หญิง,15-19 ปี,2.50,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 4,ภาคเหนือ,รวม,หญิง,15-19 ปี,3.50,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 4,ภาคเหนือ,ในเขตเทศบาล,หญิง,15-19 ปี,1.60,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 4,ภาคเหนือ,นอกเขตเทศบาล,หญิง,15-19 ปี,4.10,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 4,ภาคตะวันออกเฉียงเหนือ,รวม,หญิง,15-19 ปี,2.80,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 4,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,หญิง,15-19 ปี,3.50,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 4,ภาคใต้,รวม,หญิง,15-19 ปี,4.80,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 4,ภาคใต้,ในเขตเทศบาล,หญิง,15-19 ปี,3.70,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 4,ภาคใต้,นอกเขตเทศบาล,หญิง,15-19 ปี,5.00,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 1,ทั่วประเทศ,รวม,หญิง,20-24 ปี,4.00,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 1,ทั่วประเทศ,ในเขตเทศบาล,หญิง,20-24 ปี,4.60,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 1,ทั่วประเทศ,นอกเขตเทศบาล,หญิง,20-24 ปี,3.80,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 1,กรุงเทพมหานคร,ในเขตเทศบาล,หญิง,20-24 ปี,6.30,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 1,ภาคกลาง,รวม,หญิง,20-24 ปี,3.10,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 1,ภาคกลาง,ในเขตเทศบาล,หญิง,20-24 ปี,3.90,ร้อยละ,สำนักงานสถิติแห่งชาติ
